RootName,SBE_Utterance_Analysis,AAVE_Utterance_Analysis,AAVE_Utterance_BML,AAVE_Utterance_Phonetics,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,AAVEFeatures,Phono,TaskIntro,Monologue,MonologueNumber,Gesture,args,aae_args,Feedback: test,AT: test,Social: test,Task Intro: test,Prepping for presentation: test,Presentation Mode: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G152n,my teacher always likes it when I use my school grammar whenever I have to do presentation stuff like this,,mah teacher always like it when I use mah school grammar whenever I gotta do presentation stuff like dis,,,,,,,,,,,,G152n,,"start=""sp1:start"" end=""sp1:start+4.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G153,"all right, let me try saying these ideas like I'm talking to my teacher",,awright lemme try sayin dese ideas like ahm talkin to mah teacher,,,,,,,,,,,,G153s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.7',"start=""sp1:start"" end=""sp1:start+3.8""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G154,That was just practice.,,Dat was jus practice,,,,,,,,,,,,G154s,,"start=""sp1:start"" end=""sp1:start+1.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G155,Now we have to do the real presentation I think,,Now we gotta do the real presentation I fink,,,,,,,,,,,,G155s,,"start=""sp1:start"" end=""sp1:start+2.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G156,"Yeah, I remember from last time!",,Yeah I remember from lass time!,,,,,,,,,,,,G156s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.8',"start=""sp1:start"" end=""sp1:start+2.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.4' end='sp1:start+1.8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G157,The first one,,Da firs one,,,,,,,,,,,,G157s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.8',"start=""sp1:start"" end=""sp1:start+1""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G158,The second one,,Da secon one,,,,,,,,,,,,G158s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1',"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G159,The third one,,Da thir one,,,,,,,,,,,,G159s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.8',"start=""sp1:start"" end=""sp1:start+1.7""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G160,I didn't hear that can you say it again?,,I ain't hear dat you say it again?,,,,,,,,,,,,G160s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.9' end='sp1:start+1.7',"start=""sp1:start"" end=""sp1:start+2.1""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1' end='sp1:start+1.6'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G161,What did you say?,,Whad'ju say?,,,,,,,,,,,,G161s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.7',"start=""sp1:start"" end=""sp1:start+1""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.6'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.6'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G162,I didn't learn about that in school,,I ain't learn about dat in school,,,,,,,,,,,,G162s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.8'/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+.8',"start=""sp1:start"" end=""sp1:start+1.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.8'/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+.8'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G163,Can you um teach it to me?,,Can you um teach it to me?,,,,,,,,,,,,G163s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.8'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.8',"start=""sp1:start"" end=""sp1:start+1.8""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G164,What's that?,,What dat?,,,,,,,,,,,,G164s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',"start=""sp1:start"" end=""sp1:start+.89""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G165,Well I kind of agree but I kind of disagree too,,Well I kinda agree but I kinda disagree too,,,,,,,,,,,,G165s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.9' end='sp1:start+3.9',"start=""sp1:start"" end=""sp1:start+4.2""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+2.4' end='sp1:start+3.9'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G166,I don't really  know how to talk about that stuff. ,,I don't really  know how to talk about dat stuff.,,,,,,,,,,,,G166s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+1.2',"start=""sp1:start"" end=""sp1:start+3.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='1' stroke='sp1:start+0' end='sp1:start+1.5'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G167,Can you teach me so I know it better for next time?,,Can you teach me so I know it better for nex time?,,,,,,,,,,,,G167s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.5' end='sp1:start+2.3',"start=""sp1:start"" end=""sp1:start+2.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.5' end='sp1:start+2.3'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G168,That's a really good question,,Dat's a real good question,,,,,,,,,,,,G168s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1.4',"start=""sp1:start"" end=""sp1:start+1.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1.3'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G169,I guess we have to um review the ideas we talked about last time,,I guess we gotta um review da ideas we talk about lass time,,,,,,,,,,,,G169s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5',"start=""sp1:start"" end=""sp1:start+4.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.5'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G170,Can I be the teacher again?,,Can I be da teacher again?,,,,,,,,,,,,G170s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2',"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+1.2'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G171,The teacher,,Da teacher,,,,,,,,,,,,G171s,,"start=""sp1:start"" end=""sp1:start+.7""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G172,The student,,Da student,,,,,,,,,,,,G172s,,"start=""sp1:start"" end=""sp1:start+1.1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G173,"Wait, which one?",,"Wait, which one?",,,,,,,,,,,,G173s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',"start=""sp1:start"" end=""sp1:start+1.3""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.5'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G174,Can we skip that one?,,Can we skip dat one?,,,,,,,,,,,,G174s,,"start=""sp1:start"" end=""sp1:start+1.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G175,A few weeks,,A few weeks,,,,,,,,,,,,G175s,,"start=""sp1:start"" end=""sp1:start+1.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G176,Can you like  stop?,,Can you like  stop?,,,,,,,,,,,,G176s,/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.9'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.9',"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+1.4'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G177,Sorry for interrupting!,,Sorry for interrupting!,,,,,,,,,,,,G177s,,"start=""sp1:start"" end=""sp1:start+1.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G178,all of them,,all of them,,,,,,,,,,,,G178s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G179,both of them,,both of them,,,,,,,,,,,,G179s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G180,either one,,either one,,,,,,,,,,,,G180s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G181,one,,one,,,,,,,,,,,,G181s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G182,two,,two,,,,,,,,,,,,G182s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G183,three,,three,,,,,,,,,,,,G183s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G184,four,,four,,,,,,,,,,,,G184s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G185,five,,five,,,,,,,,,,,,G182s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G186,six,,six,,,,,,,,,,,,G181s,/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',/><face type='FACS' au='2' amount='.3' stroke='sp1:start+0' end='sp1:start+.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
